city,trip
"Niagara Falls, ON","['Akron, OH', 'Albany, NY', 'Allentown, PA', 'Ann Arbor, MI', 'Atlantic City, NJ', 'Baltimore, MD', 'Battle Creek, MI', 'Belleville', 'Binghamton, NY', 'Boston, MA', 'Brantford', 'Buffalo, NY', 'Buffalo, WY', 'Burlington, VT', 'Carleton Place', 'Chicago, IL', 'Cleveland, OH', 'Columbus, OH', 'Dayton, OH', 'Detroit, MI', 'Erie, PA', 'Flint, MI', 'Grand Rapids, MI', 'Green Bay, WI', 'Hamilton, ON', 'Harrisburg, PA', 'Hartford, CT', 'Ithaca, NY', 'Kansas City, KS', 'Kingston, ON', 'Kitchener, ON', 'London, ON', 'Los Angeles, CA', 'Michigan City, IN', 'Mississauga, ON', 'New Haven, CT', 'New York, NY', 'Newark, NJ', 'Newburgh, NY', 'Niagara Falls, NY', 'Oshawa, ON', 'Ottawa, ON', 'Peterborough, ON', 'Philadelphia, PA', 'Pittsburgh, PA', 'Providence, RI', 'Queens, NY', 'Richmond, VA', 'Ridgewood, NJ', 'Rochester, NY', 'Sarnia', 'Scranton, PA', 'St. Catharines, ON', 'Stamford, NY', 'State College, PA', 'Sudbury, ON', 'Syracuse, NY', 'Toronto, ON', 'Washington, D.C.', 'Wilmington-Newark, DE', 'Windsor, ON', 'Wooster, OH']"
Nice,"['Aix-en-Provence', 'Alicante', 'Amsterdam', 'Amsterdam Airport (Schiphol)', 'Annecy', 'Antibes', 'Aosta', 'Avignon', 'Barcelona', 'Barcelona El Prat Airport', 'Bari', 'Basel/Weil am Rhein', 'Bayonne', 'Bergamo', 'Bergamo Orio al Serio Airport', 'Berlin', 'Bern', 'Biarritz', 'Bologna', 'Bordeaux', 'Bozen (Bolzano)', 'Brussels', 'Bucharest', 'Budapest', 'Béziers', 'Caen', 'Cannes', 'Carcassonne', 'Chambéry', 'Chamonix', 'Chisinau', 'Clermont-Ferrand', 'Cologne', 'Como', 'Constance', 'Courmayeur', 'Dijon', 'Düsseldorf', 'Florence', 'Frankfurt', 'Geneva', 'Genoa', 'Grenoble', 'Klagenfurt', 'Kyiv', 'La Spezia', 'Limoges', 'Linz', 'Lisbon', 'Ljubljana', 'Luxembourg', 'Luzern', 'Lyon', 'Maastricht', 'Madrid', 'Mannheim', 'Marseille', 'Marseille Airport', 'Massa', 'Milan', 'Milan Malpensa Airport', 'Montpellier', 'Munich', 'Naples', 'Narbonne', 'Nîmes', 'Padua', 'Paris', 'Paris Charles-de-Gaulle Airport', 'Paris Orly Airport', 'Pau', 'Perpignan', 'Perugia', 'Pisa', 'Pisa Airport', 'Porto', 'Reims', 'Rome', 'Rome Fiumicino Airport', 'Salerno', 'Salzburg', 'San Sebastián', 'Sanremo', 'Savona', 'Siena', 'Strasbourg', 'The Hague', 'Toulon', 'Toulouse', 'Trieste', 'Turin', 'Turin Caselle airport', 'Vaduz', 'Valencia', 'Venice', 'Venice Marco Polo Airport', 'Verdun', 'Verona', 'Vienna', 'Zagreb', 'Zurich']"
Nidzica,['Gdańsk']
Niebylec,[]
Niechorze,[]
Nienhagen,[]
Niğde,['İstanbul']
Nijmegen,"['Amsterdam', 'Antwerp', 'Berlin', 'Brussels', 'Brussels Airport', 'Dortmund', 'Duisburg', 'Eindhoven', 'Frankfurt', 'Ghent', 'Gießen', 'Hanover', 'Lille', 'Linz', 'Luxembourg', 'Munich', 'Paris', 'Riga', 'Stuttgart', 'The Hague', 'Vienna', 'Warsaw', 'Würzburg', 'Łódź']"
Niksic,['Mostar']
Nîmes,"['Aix-en-Provence', 'Andorra la Vella', 'Annecy', 'Annemasse', 'Avignon', 'Barcelona', 'Bayonne', 'Bonn', 'Carcassonne', 'Clermont-Ferrand', 'Freiburg', 'Genoa', 'Lyon', 'Madrid', 'Marseille', 'Marseille Airport', 'Memmingen', 'Milan', 'Montpellier', 'Murcia', 'Nice', 'Pamplona', 'Paris', 'Prague', 'San Sebastián', 'Sarajevo', 'Savona', 'Toulouse', 'Turin', 'Valencia', 'Viseu', 'Zaragoza']"
Nin,"['Kutina', 'Zadar']"
Niort,"['Bordeaux', 'Montpellier', 'Nantes', 'Paris', 'Toulouse']"
Niš,"['Belgrade', 'Budva', 'Podgorica', 'Skopje', 'Sofia', 'Vranje', 'Zagreb', 'Zurich']"
"Nisswa, MN",[]
Nitra,"['Banská Bystrica', 'Bratislava', 'Gdańsk', 'Munich', 'Prague', 'Vienna', 'Vienna Airport', 'Zvolen']"
Nitrianske Pravno,[]
Nizip,[]
"Nobres, MT",[]
Nocera Inferiore,[]
Nocera Terinese,[]
Noida,[]
Nola,[]
Noli,[]
Nõo,[]
"Norcross, GA","['Albany, GA', 'Allentown, PA', 'Anderson, SC', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Baton Rouge, LA', 'Biloxi, MS', 'Birmingham, AL', 'Boston, MA', 'Brownsville, TX', 'Buffalo, NY', 'Charlotte, NC', 'Charlottesville, VA', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Cleveland, OH', 'Columbia, SC', 'Columbus, OH', 'Dallas, TX', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Durham, NC', 'El Paso, TX', 'Elkhart, IN', 'Fayetteville, NC', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Wayne, IN', 'Fredericksburg, VA', 'Gadsden, AL', 'Gainesville, FL', 'Gainesville, GA', 'Grand Rapids, MI', 'Greensboro, NC', 'Greenville, SC', 'Hartford, CT', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Jacksonville, FL', 'Jacksonville, NC', 'Kissimmee, FL', 'Knoxville, TN', 'Lafayette, LA', 'Las Vegas, NV', 'Lexington, KY', 'Los Angeles, CA', 'Louisville, KY', 'Macon, GA', 'Manchester, TN', 'Memphis, TN', 'Meridian, MS', 'Miami, FL', 'Minneapolis, MN', 'Minot, ND', 'Mobile, AL', 'Montgomery, AL', 'Myrtle Beach, SC', 'Nashville, TN', 'New York, NY', 'Newark, NJ', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Orangeburg, SC', 'Orlando, FL', 'Panama City, FL', 'Philadelphia, PA', 'Raleigh, NC', 'Richmond, VA', 'Sarasota, FL', 'Savannah, GA', 'Sheboygan, WI', 'Spartanburg, SC', 'St Louis, MO', 'Summerville, SC', 'Syracuse, NY', 'Tallahassee, FL', 'Tampa, FL', 'Thomasville, GA', 'Tifton, GA', 'Valdosta, GA', 'Victoria, TX', 'Warner Robins, GA', 'West Palm Beach, FL', 'Whiteville, NC', 'Wilmington, NC', 'Winston-Salem, NC']"
Nordhausen,[]
Nordkirchen-Capelle,[]
Nordmaling,[]
Nordwalde,[]
"Norfolk-Virginia Beach, VA","['Aberdeen, MD', 'Aiken, SC', 'Akron, OH', 'Albany, GA', 'Albany, NY', 'Albuquerque, NM', 'Alexandria, LA', 'Allentown, PA', 'Amarillo, TX', 'Anderson, SC', 'Annapolis, MD', 'Ashland, KY', 'Athens, GA', 'Athens, TN', 'Atlanta, GA', 'Atlantic City, NJ', 'Augusta, GA', 'Austin, TX', 'Bakersfield, CA', 'Baltimore, MD', 'Bangor, ME', 'Barstow, CA', 'Batavia, NY', 'Baton Rouge, LA', 'Battle Creek, MI', 'Beaumont, TX', 'Beckley, WV', 'Big Spring, TX', 'Billings, MT', 'Biloxi, MS', 'Binghamton, NY', 'Birmingham, AL', 'Bloomington, IL', 'Boston, MA', 'Bridgeport, CT', 'Brownsville, TX', 'Brunswick, GA', 'Buffalo, NY', 'Burlington, VT', 'Canton, OH', 'Champaign, IL', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Cheyenne, WY', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Clarksdale, MS', 'Clarksville, TN', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, MO', 'Columbia, SC', 'Columbus, GA', 'Columbus, OH', 'Conyers, GA', 'Cumberland, MD', 'Dallas, TX', 'Davenport, IA', 'Dayton, OH', 'Daytona Beach, FL', 'Delaware Water Gap, PA', 'Denton, TX', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Dothan, AL', 'Dover, DE', 'Dubuque, IA', 'Durham, NC', 'Easton, MD', 'Easton, PA', 'Eau Claire, WI', 'El Paso, TX', 'Elizabeth City, NC', 'Elkton, MD', 'Elmira, NY', 'Erie, PA', 'Evans Mills, NY', 'Evansville, IN', 'Fayetteville, NC', 'Flint, MI', 'Florence, SC', 'Fort Dodge, IA', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Fort Pierce, FL', 'Fort Walton Beach, FL', 'Fort Wayne, IN', 'Fort Worth, TX', 'Frederick, MD', 'Fredericksburg, VA', 'Fresno, CA', 'Gadsden, AL', 'Gainesville, FL', 'Gainesville, GA', 'Gastonia, NC', 'Glens Falls, NY', 'Goldsboro, NC', 'Grand Rapids, MI', 'Green Bay, WI', 'Greensboro, NC', 'Greenville, NC', 'Greenville, SC', 'Hagerstown, MD', 'Harlingen, TX', 'Harrisburg, PA', 'Hartford, CT', 'Hazleton, PA', 'Hempstead, NY', 'Henderson, NC', 'Hickory, NC', 'Hinesville, GA', 'Holland, MI', 'Houston, TX', 'Huntington, WV', 'Huntsville, AL', 'Indiana, PA', 'Indianapolis, IN', 'Iowa City, IA', 'Ithaca, NY', 'Jackson, MS', 'Jackson, TN', 'Jacksonville, FL', 'Jasper, AL', 'Jefferson City, MO', 'Jonesboro, AR', 'Kansas City, KS', 'Kansas City, MO', 'Key West, FL', 'Killeen, TX', 'Kingman, AZ', 'Kinston, NC', 'Kissimmee, FL', 'Knoxville, TN', 'Kokomo, IN', 'La Grange, GA', 'Lafayette, LA', 'Lake City, FL', 'Lakeland, FL', 'Lansing, MI', 'Laredo, TX', 'Las Vegas, NV', 'Latrobe, PA', 'Laurel, MD', 'Lexington, KY', 'Lincoln, NE', 'London, KY', 'Longview, TX', 'Los Angeles, CA', 'Louisville, KY', 'Lumberton, NC', 'Macon, GA', 'Madison, WI', 'Manchester, NH', 'Mcallen, TX', 'Memphis, TN', 'Meridian, MS', 'Mesa, AZ', 'Mexico City', 'Miami, FL', 'Michigan City, IN', 'Milwaukee, WI', 'Minneapolis, MN', 'Mobile, AL', 'Monroe, GA', 'Monroe, LA', 'Monterrey, MX', 'Montgomery, AL', 'Montpelier, VT', 'Montreal, QC', 'Morgantown, WV', 'Moultrie, GA', 'Mount Laurel, NJ', 'Mount Pocono, PA', 'Myrtle Beach, SC', 'Nashville, TN', 'New Brunswick, NJ', 'New Carrollton, MD', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Newburgh, NY', 'Niagara Falls, NY', 'Norcross, GA', 'Norristown, PA', 'North Charleston, SC', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Omaha, NE', 'Ontario / Montclair / Claremont, CA', 'Opelika, AL', 'Orange County-Anaheim-Santa Ana, CA', 'Orangeburg, SC', 'Orlando, FL', 'Palm Springs / Indio / Coachella Valley, CA', 'Panama City, FL', 'Parkersburg, WV', 'Perryville, MD', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Plattsburgh, NY', 'Portland, ME', 'Portland, OR', 'Portsmouth, NH', 'Pottsville, PA', 'Providence, RI', 'Queens, NY', 'Raleigh, NC', 'Reno, NV', 'Reynosa, MX', 'Richmond, VA', 'Ridgewood, NJ', 'Roanoke, VA', 'Rochester, NY', 'Rockingham, NC', 'Rocky Mount, NC', 'Sacramento, CA', 'Saint Cloud, MN', 'Saint Paul, MN', 'Salem, OR', 'Salisbury, MD', 'Salisbury, NC', 'Salt Lake City, UT', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'San Jose, CA', 'Sandusky, OH', 'Sanford, NC', 'Sarasota, FL', 'Saratoga Springs, NY', 'Savannah, GA', 'Scranton, PA', 'Seattle, WA', 'Shelby, NC', 'Shreveport, LA', 'Silver Spring, MD', 'Smithfield, NC', 'South Bend, IN', 'South Hill, VA', 'Spartanburg, SC', 'Spring Hill, FL', 'Springfield, IL', 'Springfield, MA', 'Springfield, MO', 'Springfield, VA', 'St Louis, MO', 'St. Petersburg, FL', 'State College, PA', 'Statesville, NC', 'Stockton, CA', 'Summerville, SC', 'Sumter, SC', 'Syracuse, NY', 'Tacoma, WA', 'Tallahassee, FL', 'Tampa, FL', 'Terre Haute, IN', 'Texarkana, TX', 'Tifton, GA', 'Toledo, OH', 'Topeka, KS', 'Toronto, ON', 'Tucson, AZ', 'Tulsa, OK', 'Tuscaloosa, AL', 'Tyler, TX', 'Utica, NY', 'Valdosta, GA', 'Veracruz, Veracruz', 'Victoria, TX', 'Waco, TX', 'Warner Robins, GA', 'Washington, D.C.', 'Watertown, NY', 'West Palm Beach, FL', 'Weston, WV', 'Wheeling, WV', 'White Plains, NY', 'Wichita, KS', 'Wildwood, GA', 'Wilkes-Barre Township, PA', 'Wilkes-Barre, PA', 'Williamsburg, VA', 'Wilmington, NC', 'Wilmington-Newark, DE', 'Wilson, NC', 'Winston-Salem, NC', 'Woodbridge, VA', 'Worcester, MA', 'York, PA', 'Youngstown, OH']"
"Norfolk, NE","['Ames, IA', 'Des Moines, IA', 'Fredericksburg, VA', 'Houston, TX', 'Iowa City, IA', 'Kansas City, KS', 'Kansas City, MO', 'Minneapolis, MN', 'New York, NY', 'Orangeburg, SC', 'Orlando, FL', 'Richmond, VA', 'Washington, D.C.']"
"Norman, OK","['Alamogordo, NM', 'Amarillo, TX', 'Atlanta, GA', 'Austin, TX', 'Beaumont, TX', 'Bismarck, ND', 'Chicago, IL', 'Columbia, MO', 'Dallas, TX', 'Davenport, IA', 'Denton, TX', 'Denver, CO', 'El Paso, TX', 'Fayetteville, AR', 'Flagstaff, AZ', 'Fort Worth, TX', 'Houston, TX', 'Kansas City, KS', 'Kansas City, MO', 'Lake Charles, LA', 'Las Cruces, NM', 'Las Vegas, NV', 'Lawton, OK', 'Lewisville, TX', 'Lexington, KY', 'Los Angeles, CA', 'Mcalester, OK', 'Miami, FL', 'Monterrey, MX', 'New Orleans, LA', 'New York, NY', 'Plano, TX', 'Portland, OR', 'San Antonio, TX', 'San Bernardino, CA', 'Springfield, MO', 'Tucson, AZ', 'Tulsa, OK', 'Tyler, TX', 'Wichita, KS']"
"Norristown, PA","['Baltimore, MD', 'Boston, MA', 'Buffalo, NY', 'Charlotte, NC', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cleveland, OH', 'Edgewood, MD', 'Fort Lauderdale, FL', 'Houston, TX', 'Ithaca, NY', 'Johnstown, PA', 'Las Vegas, NV', 'Lewisburg, PA', 'Los Angeles, CA', 'Meadville, PA', 'Miami, FL', 'Minneapolis, MN', 'Montreal, QC', 'Nashville, TN', 'New Haven, CT', 'New York, NY', 'Newark, NJ', 'Niagara Falls, NY', 'Norfolk-Virginia Beach, VA', 'Philadelphia, NY', 'Pittsburgh, PA', 'Pottsville, PA', 'Providence, RI', 'Queens, NY', 'Richmond, VA', 'Ridgewood, NJ', 'Rochester, NY', 'Salisbury, MD', 'Scranton, PA', 'Silver Spring, MD', 'Springfield, MA', 'State College, PA', 'Sunnyside, WA', 'Toronto, ON', 'Washington, D.C.', 'Wilkes-Barre Township, PA', 'Wilkes-Barre, PA']"
Norrköping,"['Copenhagen Airport', 'Frankfurt', 'Gothenburg', 'Jönköping', 'Malmö', 'Oslo', 'Stockholm', 'Stockholm Arlanda Airport', 'Stockholm Skavsta Airport']"
"North Bend, NE",[]
"North Bend, WA","['Leavenworth, WA', 'Wenatchee, WA']"
"North Branch, MN","['Saint Paul, MN']"
"North Charleston, SC","['Akron, OH', 'Albany, NY', 'Albuquerque, NM', 'Allentown, PA', 'Altoona, PA', 'Anderson, SC', 'Ann Arbor, MI', 'Annapolis, MD', 'Anniston, AL', 'Athens, GA', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Baton Rouge, LA', 'Beaumont, TX', 'Beckley, WV', 'Biloxi, MS', 'Binghamton, NY', 'Birmingham, AL', 'Bloomington, IN', 'Boca Raton, FL', 'Boone, NC', 'Boston, MA', 'Bridgeport, CT', 'Buffalo, NY', 'Cambridge, OH', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Cleveland, MS', 'Cleveland, OH', 'Columbia, SC', 'Columbus, GA', 'Columbus, IN', 'Columbus, OH', 'Conyers, GA', 'Dallas, TX', 'Dayton, OH', 'Daytona Beach, FL', 'Denver, CO', 'Detroit, MI', 'Durham, NC', 'El Paso, TX', 'Erie, PA', 'Fayetteville, AR', 'Fayetteville, NC', 'Flagstaff, AZ', 'Florence, AL', 'Florence, SC', 'Fort Lauderdale, FL', 'Fort Pierce, FL', 'Frederick, MD', 'Fredericksburg, VA', 'Gainesville, FL', 'Gainesville, GA', 'Gary, IN', 'Grand Rapids, MI', 'Greeneville, TN', 'Greensboro, NC', 'Greenville, NC', 'Greenville, SC', 'Harrisburg, PA', 'Hartford, CT', 'Henderson, NC', 'Hickory, NC', 'Houma, LA', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Jackson, MI', 'Jackson, MS', 'Jackson, TN', 'Jacksonville, FL', 'Jacksonville, NC', 'Jonesboro, AR', 'Joplin, MO', 'Junction City, KS', 'Kalamazoo, MI', 'Kansas City, MO', 'Kissimmee, FL', 'Knoxville, TN', 'Lafayette, LA', 'Lakeland, FL', 'Laredo, TX', 'Las Vegas, NV', 'Lexington, KY', 'Los Angeles, CA', 'Louisville, KY', 'Macon, GA', 'Madison, WI', 'Manitowoc, WI', 'Mansfield, OH', 'Mcallen, TX', 'Memphis, TN', 'Meridian, MS', 'Mesa, AZ', 'Miami, FL', 'Milwaukee, WI', 'Minneapolis, MN', 'Mobile, AL', 'Monroe, LA', 'Monterrey, MX', 'Montgomery, AL', 'Murfreesboro, TN', 'Myrtle Beach, SC', 'Nashville, TN', 'New Brunswick, NJ', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norcross, GA', 'Norfolk-Virginia Beach, VA', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Orange, TX', 'Orangeburg, SC', 'Orlando, FL', 'Panama City, FL', 'Petersburg, VA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Plattsburgh, NY', 'Port St. Lucie, FL', 'Portland, ME', 'Providence, RI', 'Raleigh, NC', 'Richmond, VA', 'Rochester, NY', 'Rockledge, FL', 'Saint Paul, MN', 'Salisbury, MD', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Francisco, CA', 'Sanford, NC', 'Sarasota, FL', 'Savannah, GA', 'Scranton, PA', 'Seattle, WA', 'Silver Spring, MD', 'South Hill, VA', 'Spartanburg, SC', 'Springfield, MA', 'St Louis, MO', 'Sumter, SC', 'Syracuse, NY', 'Tallahassee, FL', 'Tampa, FL', 'Tifton, GA', 'Toledo, OH', 'Tucson, AZ', 'Tulsa, OK', 'Valdosta, GA', 'Wallace, NC', 'Warner Robins, GA', 'Washington, D.C.', 'West Palm Beach, FL', 'Wichita, KS', 'Wildwood, GA', 'Wilmington-Newark, DE', 'Winston-Salem, NC', 'Woodbridge, VA', 'Worcester, MA', 'Wytheville, VA']"
"North East, MD","['Boston, MA', 'New York, NY', 'Pittsburgh, PA']"
"North Elba, NY","['Newark, NJ']"
"North Hollywood, CA","['Atlanta, GA', 'Avenal, CA', 'Bakersfield, CA', 'Baltimore, MD', 'Barstow, CA', 'Calexico, CA', 'Chicago, IL', 'Chico, CA', 'Dallas, TX', 'Davis, CA', 'Delano, CA', 'Denver, CO', 'El Centro, CA', 'El Paso, TX', 'Flagstaff, AZ', 'Fort Worth, TX', 'Fresno, CA', 'Gilroy, CA', 'Goshen, CA', 'Houston, TX', 'Jacksonville, FL', 'Kingman, AZ', 'Las Cruces, NM', 'Las Vegas, NV', 'Long Beach, CA', 'Los Angeles, CA', 'Madera, CA', 'Memphis, TN', 'Merced, CA', 'Miami, FL', 'Modesto, CA', 'New York, NY', 'Newark, NJ', 'Oakland / Berkeley / East Bay, CA', 'Oklahoma City, OK', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Palm Springs / Indio / Coachella Valley, CA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Redding, CA', 'Reno, NV', 'Sacramento, CA', 'Salinas, CA', 'Salt Lake City, UT', 'San Antonio, TX', 'San Bernardino, CA', 'San Diego, CA', 'San Fernando, CA', 'San Francisco, CA', 'San Jose, CA', 'San Luis Obispo, CA', 'San Ysidro, CA', 'Santa Barbara, CA', 'Santa Cruz, CA', 'Seattle, WA', 'St. Petersburg, FL', 'Suisun City, CA', 'Temecula, CA', 'Tijuana,  MX', 'Truckee, CA', 'Tucson, AZ', 'Tulare, CA', 'Tulsa, OK', 'Ukiah, CA', 'Victorville, CA', 'Visalia, CA', 'Washington, D.C.', 'Yuma, AZ']"
"North Lawrence, NY","['New York, NY', 'Philadelphia, PA']"
North Petherton,[]
"North Plains, OR",[]
"North Platte, NE","['Austin, TX', 'Denver, CO', 'Los Angeles, CA', 'Milwaukee, WI', 'Orlando, FL', 'Pueblo, CO', 'Springfield, MO']"
Northampton,[]
"Northampton, MA","['Albany, NY', 'Allentown, PA', 'Baltimore, MD', 'Binghamton, NY', 'Boston, MA', 'Buffalo, NY', 'Burlington, VT', 'Chicago, IL', 'Easton, PA', 'Framingham, MA', 'Hackettstown, NJ', 'Hanover, NH', 'Harrisburg, PA', 'Ithaca, NY', 'Los Angeles, CA', 'Montreal, QC', 'New Haven, CT', 'New York, NY', 'Newark, NJ', 'Philadelphia, PA', 'Pittsburgh, PA', 'Portland, ME', 'Providence, RI', 'Syracuse, NY', 'Washington, D.C.', 'Wilmington-Newark, DE']"
Nottingham,"['Amsterdam', 'Antwerp', 'Basel/Weil am Rhein', 'Cambridge', 'Edinburgh', 'London', 'London Heathrow Airport']"
Nová Baňa,['Vienna Airport']
Nova Bila,[]
Nova Gradiška,[]
"Nova Mutum, MT",[]
Nova Pazova,[]
"Nova Santa Helena, MT",[]
Nova Topola,[]
Nova Varoš,[]
Nováky,[]
Novalja,"['Pag', 'Siófok', 'Split', 'Venice Marco Polo Airport', 'Zadar', 'Zagreb', 'Šibenik']"
Novara,"['Bergamo Orio al Serio Airport', 'Bologna', 'Castelnuovo del Garda (Gardaland)', 'Chamonix', 'Como', 'Florence', 'Milan Malpensa Airport', 'Rijeka']"
Novi Grad,[]
Novi Marof,[]
Novi Pazar,[]
Novi Sad,"['Amsterdam', 'Apatin', 'Belgrade', 'Budapest', 'Budva', 'Kraków', 'Ljubljana', 'Munich', 'Prague', 'Przemyśl', 'Sarajevo', 'Sofia', 'Stuttgart', 'Vienna', 'Vrnjačka Banja', 'Zagreb', 'Zemun']"
Novi Senkovac,[]
Novi Travnik,[]
Novi Vinodolski,[]
Novo mesto,[]
Novo Selište,[]
Novo Selo,[]
Novohrad-Volyns`kyi,[]
Novoseljani,[]
Novska,[]
Nový Jičín,['Vienna Airport']
Nowa Sól,[]
Nowinka,[]
Nowy Sacz,['Cieszyn']
Nowy Targ,"['Budapest', 'Katowice', 'Katowice Airport', 'Kraków', 'Kraków Airport', 'Prešov', 'Rabka', 'Warsaw', 'Wrocław']"
Noyelles-Godault,[]
"Nuevo Ideal, Durango",[]
"Nuevo Laredo, MX","['Austin, TX', 'Charlotte, NC', 'Chicago, IL', 'Corpus Christi, TX', 'Dallas, TX', 'El Paso, TX', 'Fort Worth, TX', 'Houston, TX', 'Kansas City, MO', 'Katy, TX', 'La Grange, GA', 'Laredo, TX', 'Los Angeles, CA', 'Mcallen, TX', 'Memphis, TN', 'Minneapolis, MN', 'Monterrey, MX', 'New York, NY', 'Phoenix-Tempe, AZ', 'Port Arthur, TX', 'San Antonio, TX', 'San Marcos, TX', 'Tulsa, OK', 'Tuscaloosa, AL', 'Victoria, TX']"
Nuremberg,"['Amsterdam', 'Baden-Baden', 'Basel/Weil am Rhein', 'Berlin', 'Berlin Airport', 'Beroun', 'Bochum', 'Bologna', 'Bonn', 'Bordeaux', 'Bremen', 'Brussels', 'Bucharest', 'Budapest', 'Charleroi', 'Chemnitz', 'Cluj-Napoca', 'Coblenz', 'Cologne', 'Como', 'Dortmund', 'Dresden', 'Düsseldorf', 'Essen', 'Fier', 'Flensburg', 'Florence', 'Frankfurt', 'Frankfurt Airport', 'Freiburg', 'Garmisch-Partenkirchen', 'Geneva', 'Ghent', 'Graz', 'Grenoble', 'Györ', 'Halle', 'Hamburg', 'Hanover', 'Heidelberg', 'Heilbronn', 'Innsbruck', 'Interlaken', 'Karlsruhe', 'Katowice', 'Kaunas', 'Kraków', 'Kyiv', 'Lausanne', 'Leipzig', 'Leuven', 'Ljubljana', 'Luxembourg', 'Lyon', 'Madrid Barajas Airport', 'Magdeburg', 'Mainz', 'Mannheim', 'Medyka', 'Milan', 'Munich', 'Munich International Airport', 'Osijek', 'Ostrava', 'Padua', 'Paris', 'Paris Charles-de-Gaulle Airport', 'Passau', 'Plzeň', 'Poznań', 'Prague', 'Prague Airport', 'Prato', 'Przemyśl', 'Regensburg', 'Rome', 'Rotterdam', 'Saarbrücken', 'Salzburg', 'Sarajevo', 'Sibiu', 'Siena', 'Slavonski Brod', 'Sofia', 'Split', 'Strasbourg', 'Stuttgart', 'Tilburg', 'Toulouse', 'Trento', 'Trieste', 'Turin', 'Venice', 'Verona', 'Vienna', 'Warsaw', 'Warsaw Airport', 'Wertheim', 'Würzburg', 'Zagreb', 'Zurich', 'Zwickau']"
Nurme,[]
Nurmijarvi,[]
Nurste,[]
Nusco,[]
Nușfalău,[]
Nusratlı,[]
Nuštar,[]
Nyborg,['Copenhagen']
Nykøbing Falster,"['Berlin', 'Copenhagen', 'Przemyśl', 'Rostock']"
Nykøbing Mors,['Copenhagen']
Nyköping,"['Gränna', 'Stockholm', 'Stockholm Arlanda Airport', 'Stockholm Skavsta Airport']"
Nysa,['Prague']
"O`Brien, OR",[]
"Oak Hall, VA","['Baltimore, MD', 'Boston, MA', 'Fayetteville, NC', 'New York, NY', 'Newark, NJ', 'Philadelphia, PA', 'Raleigh, NC', 'Scranton, PA']"
